Label (Grouping),United States!!Total!!Estimate,United States!!Total!!Margin of Error,United States!!Below poverty level!!Estimate,United States!!Below poverty level!!Margin of Error,United States!!Percent below poverty level!!Estimate,United States!!Percent below poverty level!!Margin of Error,Alabama!!Total!!Estimate,Alabama!!Total!!Margin of Error,Alabama!!Below poverty level!!Estimate,Alabama!!Below poverty level!!Margin of Error,Alabama!!Percent below poverty level!!Estimate,Alabama!!Percent below poverty level!!Margin of Error,Alaska!!Total!!Estimate,Alaska!!Total!!Margin of Error,Alaska!!Below poverty level!!Estimate,Alaska!!Below poverty level!!Margin of Error,Alaska!!Percent below poverty level!!Estimate,Alaska!!Percent below poverty level!!Margin of Error,Arizona!!Total!!Estimate,Arizona!!Total!!Margin of Error,Arizona!!Below poverty level!!Estimate,Arizona!!Below poverty level!!Margin of Error,Arizona!!Percent below poverty level!!Estimate,Arizona!!Percent below poverty level!!Margin of Error,Arkansas!!Total!!Estimate,Arkansas!!Total!!Margin of Error,Arkansas!!Below poverty level!!Estimate,Arkansas!!Below poverty level!!Margin of Error,Arkansas!!Percent below poverty level!!Estimate,Arkansas!!Percent below poverty level!!Margin of Error,California!!Total!!Estimate,California!!Total!!Margin of Error,California!!Below poverty level!!Estimate,California!!Below poverty level!!Margin of Error,California!!Percent below poverty level!!Estimate,California!!Percent below poverty level!!Margin of Error,Colorado!!Total!!Estimate,Colorado!!Total!!Margin of Error,Colorado!!Below poverty level!!Estimate,Colorado!!Below poverty level!!Margin of Error,Colorado!!Percent below poverty level!!Estimate,Colorado!!Percent below poverty level!!Margin of Error,Connecticut!!Total!!Estimate,Connecticut!!Total!!Margin of Error,Connecticut!!Below poverty level!!Estimate,Connecticut!!Below poverty level!!Margin of Error,Connecticut!!Percent below poverty level!!Estimate,Connecticut!!Percent below poverty level!!Margin of Error,Delaware!!Total!!Estimate,Delaware!!Total!!Margin of Error,Delaware!!Below poverty level!!Estimate,Delaware!!Below poverty level!!Margin of Error,Delaware!!Percent below poverty level!!Estimate,Delaware!!Percent below poverty level!!Margin of Error,District of Columbia!!Total!!Estimate,District of Columbia!!Total!!Margin of Error,District of Columbia!!Below poverty level!!Estimate,District of Columbia!!Below poverty level!!Margin of Error,District of Columbia!!Percent below poverty level!!Estimate,District of Columbia!!Percent below poverty level!!Margin of Error,Florida!!Total!!Estimate,Florida!!Total!!Margin of Error,Florida!!Below poverty level!!Estimate,Florida!!Below poverty level!!Margin of Error,Florida!!Percent below poverty level!!Estimate,Florida!!Percent below poverty level!!Margin of Error,Georgia!!Total!!Estimate,Georgia!!Total!!Margin of Error,Georgia!!Below poverty level!!Estimate,Georgia!!Below poverty level!!Margin of Error,Georgia!!Percent below poverty level!!Estimate,Georgia!!Percent below poverty level!!Margin of Error,Hawaii!!Total!!Estimate,Hawaii!!Total!!Margin of Error,Hawaii!!Below poverty level!!Estimate,Hawaii!!Below poverty level!!Margin of Error,Hawaii!!Percent below poverty level!!Estimate,Hawaii!!Percent below poverty level!!Margin of Error,Idaho!!Total!!Estimate,Idaho!!Total!!Margin of Error,Idaho!!Below poverty level!!Estimate,Idaho!!Below poverty level!!Margin of Error,Idaho!!Percent below poverty level!!Estimate,Idaho!!Percent below poverty level!!Margin of Error,Illinois!!Total!!Estimate,Illinois!!Total!!Margin of Error,Illinois!!Below poverty level!!Estimate,Illinois!!Below poverty level!!Margin of Error,Illinois!!Percent below poverty level!!Estimate,Illinois!!Percent below poverty level!!Margin of Error,Indiana!!Total!!Estimate,Indiana!!Total!!Margin of Error,Indiana!!Below poverty level!!Estimate,Indiana!!Below poverty level!!Margin of Error,Indiana!!Percent below poverty level!!Estimate,Indiana!!Percent below poverty level!!Margin of Error,Iowa!!Total!!Estimate,Iowa!!Total!!Margin of Error,Iowa!!Below poverty level!!Estimate,Iowa!!Below poverty level!!Margin of Error,Iowa!!Percent below poverty level!!Estimate,Iowa!!Percent below poverty level!!Margin of Error,Kansas!!Total!!Estimate,Kansas!!Total!!Margin of Error,Kansas!!Below poverty level!!Estimate,Kansas!!Below poverty level!!Margin of Error,Kansas!!Percent below poverty level!!Estimate,Kansas!!Percent below poverty level!!Margin of Error,Kentucky!!Total!!Estimate,Kentucky!!Total!!Margin of Error,Kentucky!!Below poverty level!!Estimate,Kentucky!!Below poverty level!!Margin of Error,Kentucky!!Percent below poverty level!!Estimate,Kentucky!!Percent below poverty level!!Margin of Error,Louisiana!!Total!!Estimate,Louisiana!!Total!!Margin of Error,Louisiana!!Below poverty level!!Estimate,Louisiana!!Below poverty level!!Margin of Error,Louisiana!!Percent below poverty level!!Estimate,Louisiana!!Percent below poverty level!!Margin of Error,Maine!!Total!!Estimate,Maine!!Total!!Margin of Error,Maine!!Below poverty level!!Estimate,Maine!!Below poverty level!!Margin of Error,Maine!!Percent below poverty level!!Estimate,Maine!!Percent below poverty level!!Margin of Error,Maryland!!Total!!Estimate,Maryland!!Total!!Margin of Error,Maryland!!Below poverty level!!Estimate,Maryland!!Below poverty level!!Margin of Error,Maryland!!Percent below poverty level!!Estimate,Maryland!!Percent below poverty level!!Margin of Error,Massachusetts!!Total!!Estimate,Massachusetts!!Total!!Margin of Error,Massachusetts!!Below poverty level!!Estimate,Massachusetts!!Below poverty level!!Margin of Error,Massachusetts!!Percent below poverty level!!Estimate,Massachusetts!!Percent below poverty level!!Margin of Error,Michigan!!Total!!Estimate,Michigan!!Total!!Margin of Error,Michigan!!Below poverty level!!Estimate,Michigan!!Below poverty level!!Margin of Error,Michigan!!Percent below poverty level!!Estimate,Michigan!!Percent below poverty level!!Margin of Error,Minnesota!!Total!!Estimate,Minnesota!!Total!!Margin of Error,Minnesota!!Below poverty level!!Estimate,Minnesota!!Below poverty level!!Margin of Error,Minnesota!!Percent below poverty level!!Estimate,Minnesota!!Percent below poverty level!!Margin of Error,Mississippi!!Total!!Estimate,Mississippi!!Total!!Margin of Error,Mississippi!!Below poverty level!!Estimate,Mississippi!!Below poverty level!!Margin of Error,Mississippi!!Percent below poverty level!!Estimate,Mississippi!!Percent below poverty level!!Margin of Error,Missouri!!Total!!Estimate,Missouri!!Total!!Margin of Error,Missouri!!Below poverty level!!Estimate,Missouri!!Below poverty level!!Margin of Error,Missouri!!Percent below poverty level!!Estimate,Missouri!!Percent below poverty level!!Margin of Error,Montana!!Total!!Estimate,Montana!!Total!!Margin of Error,Montana!!Below poverty level!!Estimate,Montana!!Below poverty level!!Margin of Error,Montana!!Percent below poverty level!!Estimate,Montana!!Percent below poverty level!!Margin of Error,Nebraska!!Total!!Estimate,Nebraska!!Total!!Margin of Error,Nebraska!!Below poverty level!!Estimate,Nebraska!!Below poverty level!!Margin of Error,Nebraska!!Percent below poverty level!!Estimate,Nebraska!!Percent below poverty level!!Margin of Error,Nevada!!Total!!Estimate,Nevada!!Total!!Margin of Error,Nevada!!Below poverty level!!Estimate,Nevada!!Below poverty level!!Margin of Error,Nevada!!Percent below poverty level!!Estimate,Nevada!!Percent below poverty level!!Margin of Error,New Hampshire!!Total!!Estimate,New Hampshire!!Total!!Margin of Error,New Hampshire!!Below poverty level!!Estimate,New Hampshire!!Below poverty level!!Margin of Error,New Hampshire!!Percent below poverty level!!Estimate,New Hampshire!!Percent below poverty level!!Margin of Error,New Jersey!!Total!!Estimate,New Jersey!!Total!!Margin of Error,New Jersey!!Below poverty level!!Estimate,New Jersey!!Below poverty level!!Margin of Error,New Jersey!!Percent below poverty level!!Estimate,New Jersey!!Percent below poverty level!!Margin of Error,New Mexico!!Total!!Estimate,New Mexico!!Total!!Margin of Error,New Mexico!!Below poverty level!!Estimate,New Mexico!!Below poverty level!!Margin of Error,New Mexico!!Percent below poverty level!!Estimate,New Mexico!!Percent below poverty level!!Margin of Error,New York!!Total!!Estimate,New York!!Total!!Margin of Error,New York!!Below poverty level!!Estimate,New York!!Below poverty level!!Margin of Error,New York!!Percent below poverty level!!Estimate,New York!!Percent below poverty level!!Margin of Error,North Carolina!!Total!!Estimate,North Carolina!!Total!!Margin of Error,North Carolina!!Below poverty level!!Estimate,North Carolina!!Below poverty level!!Margin of Error,North Carolina!!Percent below poverty level!!Estimate,North Carolina!!Percent below poverty level!!Margin of Error,North Dakota!!Total!!Estimate,North Dakota!!Total!!Margin of Error,North Dakota!!Below poverty level!!Estimate,North Dakota!!Below poverty level!!Margin of Error,North Dakota!!Percent below poverty level!!Estimate,North Dakota!!Percent below poverty level!!Margin of Error,Ohio!!Total!!Estimate,Ohio!!Total!!Margin of Error,Ohio!!Below poverty level!!Estimate,Ohio!!Below poverty level!!Margin of Error,Ohio!!Percent below poverty level!!Estimate,Ohio!!Percent below poverty level!!Margin of Error,Oklahoma!!Total!!Estimate,Oklahoma!!Total!!Margin of Error,Oklahoma!!Below poverty level!!Estimate,Oklahoma!!Below poverty level!!Margin of Error,Oklahoma!!Percent below poverty level!!Estimate,Oklahoma!!Percent below poverty level!!Margin of Error,Oregon!!Total!!Estimate,Oregon!!Total!!Margin of Error,Oregon!!Below poverty level!!Estimate,Oregon!!Below poverty level!!Margin of Error,Oregon!!Percent below poverty level!!Estimate,Oregon!!Percent below poverty level!!Margin of Error,Pennsylvania!!Total!!Estimate,Pennsylvania!!Total!!Margin of Error,Pennsylvania!!Below poverty level!!Estimate,Pennsylvania!!Below poverty level!!Margin of Error,Pennsylvania!!Percent below poverty level!!Estimate,Pennsylvania!!Percent below poverty level!!Margin of Error,Rhode Island!!Total!!Estimate,Rhode Island!!Total!!Margin of Error,Rhode Island!!Below poverty level!!Estimate,Rhode Island!!Below poverty level!!Margin of Error,Rhode Island!!Percent below poverty level!!Estimate,Rhode Island!!Percent below poverty level!!Margin of Error,South Carolina!!Total!!Estimate,South Carolina!!Total!!Margin of Error,South Carolina!!Below poverty level!!Estimate,South Carolina!!Below poverty level!!Margin of Error,South Carolina!!Percent below poverty level!!Estimate,South Carolina!!Percent below poverty level!!Margin of Error,South Dakota!!Total!!Estimate,South Dakota!!Total!!Margin of Error,South Dakota!!Below poverty level!!Estimate,South Dakota!!Below poverty level!!Margin of Error,South Dakota!!Percent below poverty level!!Estimate,South Dakota!!Percent below poverty level!!Margin of Error,Tennessee!!Total!!Estimate,Tennessee!!Total!!Margin of Error,Tennessee!!Below poverty level!!Estimate,Tennessee!!Below poverty level!!Margin of Error,Tennessee!!Percent below poverty level!!Estimate,Tennessee!!Percent below poverty level!!Margin of Error,Texas!!Total!!Estimate,Texas!!Total!!Margin of Error,Texas!!Below poverty level!!Estimate,Texas!!Below poverty level!!Margin of Error,Texas!!Percent below poverty level!!Estimate,Texas!!Percent below poverty level!!Margin of Error,Utah!!Total!!Estimate,Utah!!Total!!Margin of Error,Utah!!Below poverty level!!Estimate,Utah!!Below poverty level!!Margin of Error,Utah!!Percent below poverty level!!Estimate,Utah!!Percent below poverty level!!Margin of Error,Vermont!!Total!!Estimate,Vermont!!Total!!Margin of Error,Vermont!!Below poverty level!!Estimate,Vermont!!Below poverty level!!Margin of Error,Vermont!!Percent below poverty level!!Estimate,Vermont!!Percent below poverty level!!Margin of Error,Virginia!!Total!!Estimate,Virginia!!Total!!Margin of Error,Virginia!!Below poverty level!!Estimate,Virginia!!Below poverty level!!Margin of Error,Virginia!!Percent below poverty level!!Estimate,Virginia!!Percent below poverty level!!Margin of Error,Washington!!Total!!Estimate,Washington!!Total!!Margin of Error,Washington!!Below poverty level!!Estimate,Washington!!Below poverty level!!Margin of Error,Washington!!Percent below poverty level!!Estimate,Washington!!Percent below poverty level!!Margin of Error,West Virginia!!Total!!Estimate,West Virginia!!Total!!Margin of Error,West Virginia!!Below poverty level!!Estimate,West Virginia!!Below poverty level!!Margin of Error,West Virginia!!Percent below poverty level!!Estimate,West Virginia!!Percent below poverty level!!Margin of Error,Wisconsin!!Total!!Estimate,Wisconsin!!Total!!Margin of Error,Wisconsin!!Below poverty level!!Estimate,Wisconsin!!Below poverty level!!Margin of Error,Wisconsin!!Percent below poverty level!!Estimate,Wisconsin!!Percent below poverty level!!Margin of Error,Wyoming!!Total!!Estimate,Wyoming!!Total!!Margin of Error,Wyoming!!Below poverty level!!Estimate,Wyoming!!Below poverty level!!Margin of Error,Wyoming!!Percent below poverty level!!Estimate,Wyoming!!Percent below poverty level!!Margin of Error,Puerto Rico!!Total!!Estimate,Puerto Rico!!Total!!Margin of Error,Puerto Rico!!Below poverty level!!Estimate,Puerto Rico!!Below poverty level!!Margin of Error,Puerto Rico!!Percent below poverty level!!Estimate,Puerto Rico!!Percent below poverty level!!Margin of Error
Population for whom poverty status is determined,"315,165,470","±22,993","44,268,996","±246,910",14.0%,±0.1,"4,741,329","±2,442","810,231","±23,417",17.1%,±0.5,"723,968","±1,193","71,566","±6,534",9.9%,±0.9,"6,771,098","±3,965","1,107,464","±27,786",16.4%,±0.4,"2,898,630","±2,550","499,225","±17,721",17.2%,±0.6,"38,513,258","±8,112","5,525,524","±66,544",14.3%,±0.2,"5,420,327","±2,295","598,736","±17,942",11.0%,±0.3,"3,469,514","±1,932","339,128","±14,645",9.8%,±0.4,"926,864","±1,051","108,211","±8,223",11.7%,±0.9,"647,654",±966,"120,308","±9,084",18.6%,±1.4,"20,191,342","±6,143","2,973,512","±48,474",14.7%,±0.2,"10,040,201","±4,550","1,603,013","±34,382",16.0%,±0.3,"1,389,442","±1,866","129,569","±10,361",9.3%,±0.7,"1,652,592","±1,607","237,445","±15,728",14.4%,±1.0,"12,502,057","±3,937","1,621,508","±35,297",13.0%,±0.3,"6,432,804","±3,045","906,077","±22,930",14.1%,±0.4,"3,031,338","±2,083","356,378","±12,582",11.8%,±0.4,"2,825,864","±1,863","342,544","±14,393",12.1%,±0.5,"4,298,953","±3,416","794,060","±24,195",18.5%,±0.6,"4,546,017","±4,194","918,187","±25,851",20.2%,±0.6,"1,295,971","±1,363","161,749","±10,063",12.5%,±0.8,"5,875,026","±3,123","567,715","±17,097",9.7%,±0.3,"6,574,249","±2,698","686,597","±20,435",10.4%,±0.3,"9,702,321","±3,906","1,451,936","±23,392",15.0%,±0.2,"5,396,363","±2,285","533,276","±15,913",9.9%,±0.3,"2,892,894","±2,014","602,768","±21,320",20.8%,±0.7,"5,911,040","±3,431","826,954","±22,623",14.0%,±0.4,"1,018,105","±1,144","135,638","±7,800",13.3%,±0.8,"1,851,069","±1,911","211,453","±10,293",11.4%,±0.6,"2,896,888","±3,250","399,420","±18,626",13.8%,±0.6,"1,292,255","±1,106","94,289","±7,685",7.3%,±0.6,"8,769,487","±3,021","915,913","±28,791",10.4%,±0.3,"2,039,449","±1,699","404,463","±15,353",19.8%,±0.8,"19,230,198","±5,205","2,832,824","±38,578",14.7%,±0.2,"9,886,033","±3,818","1,521,880","±32,197",15.4%,±0.3,"731,759","±1,407","78,464","±6,184",10.7%,±0.8,"11,287,401","±5,000","1,645,382","±32,693",14.6%,±0.3,"3,809,431","±1,956","620,377","±15,205",16.3%,±0.4,"4,016,520","±2,426","536,146","±18,071",13.3%,±0.4,"12,368,256","±3,787","1,592,045","±30,765",12.9%,±0.2,"1,015,892",±798,"129,932","±9,143",12.8%,±0.9,"4,820,419","±2,587","735,960","±23,271",15.3%,±0.5,"837,292",±989,"110,962","±6,706",13.3%,±0.8,"6,489,032","±3,408","1,023,177","±25,829",15.8%,±0.4,"27,236,443","±6,495","4,261,337","±60,018",15.6%,±0.2,"3,004,148","±2,144","306,902","±15,189",10.2%,±0.5,"600,077",±990,"71,329","±5,685",11.9%,±0.9,"8,158,241","±3,830","896,440","±28,235",11.0%,±0.3,"7,156,306","±2,413","805,691","±22,400",11.3%,±0.3,"1,779,919","±1,541","319,063","±13,661",17.9%,±0.8,"5,628,565","±2,951","661,565","±19,715",11.8%,±0.4,"571,169",±936,"64,663","±5,547",11.3%,±1.0,"3,379,483","±1,634","1,469,382","±26,573",43.5%,±0.8
AGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under 18 years,"72,452,603","±38,990","14,115,713","±139,368",19.5%,±0.2,"1,084,701","±4,003","265,901","±12,576",24.5%,±1.1,"183,790","±1,322","25,938","±4,066",14.1%,±2.2,"1,602,166","±4,044","378,800","±13,321",23.6%,±0.8,"693,626","±3,322","165,100","±9,240",23.8%,±1.3,"8,961,540","±8,489","1,785,347","±33,303",19.9%,±0.4,"1,242,620","±2,724","166,204","±9,724",13.4%,±0.8,"743,032","±1,936","95,597","±7,916",12.9%,±1.1,"201,224","±1,126","35,002","±5,071",17.4%,±2.5,"118,383","±1,120","30,551","±4,581",25.8%,±3.9,"4,080,165","±6,661","858,711","±23,990",21.0%,±0.6,"2,472,797","±5,263","566,005","±19,485",22.9%,±0.8,"301,115","±1,920","30,507","±4,305",10.1%,±1.4,"430,772","±2,200","76,266","±7,884",17.7%,±1.8,"2,883,787","±4,142","511,679","±17,493",17.7%,±0.6,"1,544,329","±4,422","301,156","±13,094",19.5%,±0.8,"711,566","±3,077","105,032","±7,218",14.8%,±1.0,"704,613","±3,076","99,323","±7,332",14.1%,±1.0,"989,252","±4,592","247,780","±11,913",25.0%,±1.2,"1,096,646","±4,810","313,926","±13,924",28.6%,±1.3,"248,446","±1,750","42,753","±5,083",17.2%,±2.0,"1,326,304","±3,504","168,811","±8,590",12.7%,±0.6,"1,357,280","±2,946","184,743","±8,928",13.6%,±0.7,"2,150,156","±4,455","445,803","±12,341",20.7%,±0.6,"1,266,718","±3,413","160,626","±9,038",12.7%,±0.7,"711,595","±2,888","211,466","±11,400",29.7%,±1.6,"1,361,864","±4,898","261,353","±12,281",19.2%,±0.9,"224,160","±2,062","33,818","±4,001",15.1%,±1.8,"463,863","±2,309","65,847","±6,116",14.2%,±1.3,"665,164","±3,459","126,874","±9,446",19.1%,±1.4,"255,309","±1,762","20,141","±2,997",7.9%,±1.2,"1,961,260","±3,304","285,479","±15,443",14.6%,±0.8,"482,338","±2,113","145,284","±8,888",30.1%,±1.8,"4,100,325","±5,469","847,288","±19,598",20.7%,±0.5,"2,259,252","±5,416","489,553","±17,682",21.7%,±0.8,"170,455","±1,803","21,210","±2,791",12.4%,±1.6,"2,558,132","±5,833","524,660","±16,838",20.5%,±0.7,"945,261","±2,568","216,713","±8,830",22.9%,±0.9,"851,463","±2,748","144,361","±9,638",17.0%,±1.1,"2,624,826","±4,459","486,029","±15,769",18.5%,±0.6,"206,562","±1,059","35,106","±4,314",17.0%,±2.1,"1,083,041","±3,160","248,595","±12,054",23.0%,±1.1,"210,420","±1,610","35,460","±3,734",16.9%,±1.7,"1,476,765","±4,878","334,238","±14,179",22.6%,±0.9,"7,211,897","±7,587","1,619,026","±31,124",22.4%,±0.4,"910,019","±2,370","100,801","±8,650",11.1%,±0.9,"116,117","±1,434","17,167","±3,036",14.8%,±2.6,"1,835,772","±5,142","261,817","±13,305",14.3%,±0.7,"1,604,190","±3,032","219,668","±11,769",13.7%,±0.7,"368,682","±2,272","88,351","±6,639",24.0%,±1.8,"1,260,543","±3,316","198,480","±10,992",15.7%,±0.9,"138,300","±1,826","15,367","±2,619",11.1%,±1.9,"692,187","±1,660","390,352","±10,709",56.4%,±1.6
Under 5 years,"19,473,767","±22,803","4,156,949","±48,552",21.3%,±0.2,"283,154","±3,355","77,658","±5,330",27.4%,±1.9,"51,200",±918,"8,132","±1,364",15.9%,±2.6,"428,074","±2,135","106,280","±5,576",24.8%,±1.3,"183,785","±3,341","50,577","±4,308",27.5%,±2.2,"2,442,070","±4,872","504,651","±13,373",20.7%,±0.5,"330,562","±2,304","45,646","±4,280",13.8%,±1.3,"181,275","±1,852","27,384","±2,835",15.1%,±1.5,"54,661",±995,"10,945","±2,345",20.0%,±4.3,"42,719",±511,"8,082","±2,026",18.9%,±4.8,"1,101,395","±4,016","255,991","±10,096",23.2%,±0.9,"644,699","±4,754","171,607","±8,040",26.6%,±1.2,"88,543",±822,"9,560","±1,658",10.8%,±1.9,"112,886","±1,882","23,666","±2,878",21.0%,±2.6,"756,891","±3,013","145,319","±7,808",19.2%,±1.0,"410,622","±3,314","86,865","±5,502",21.2%,±1.3,"193,902","±1,802","34,477","±2,761",17.8%,±1.4,"194,227","±2,139","29,870","±3,318",15.4%,±1.7,"265,933","±2,934","72,405","±5,018",27.2%,±1.8,"301,608","±3,511","92,190","±7,034",30.6%,±2.2,"62,019","±1,260","11,849","±2,024",19.1%,±3.3,"357,274","±2,162","47,989","±4,315",13.4%,±1.2,"354,263","±1,852","55,971","±4,879",15.8%,±1.4,"561,127","±2,769","134,911","±5,358",24.0%,±0.9,"345,917","±2,129","46,917","±3,609",13.6%,±1.0,"185,022","±3,080","57,529","±4,771",31.1%,±2.5,"365,306","±3,341","81,021","±5,068",22.2%,±1.3,"60,068","±1,504","9,690","±1,669",16.1%,±2.7,"129,949","±2,000","21,751","±2,992",16.7%,±2.2,"179,978","±1,668","37,397","±3,890",20.8%,±2.1,"63,531","±1,366","5,829","±1,453",9.2%,±2.2,"515,189","±1,867","82,788","±6,359",16.1%,±1.2,"123,662","±1,433","44,757","±4,361",36.2%,±3.5,"1,135,203","±4,053","250,737","±8,253",22.1%,±0.7,"585,455","±4,452","142,318","±8,267",24.3%,±1.4,"54,218","±1,271","8,086","±1,696",14.9%,±3.0,"678,815","±3,279","162,124","±7,480",23.9%,±1.1,"258,937","±1,806","65,540","±3,783",25.3%,±1.4,"229,280","±2,538","40,232","±4,336",17.5%,±1.9,"698,028","±2,849","141,094","±7,122",20.2%,±1.0,"53,655",±865,"9,891","±2,452",18.4%,±4.6,"285,078","±2,849","73,415","±5,217",25.8%,±1.8,"60,048","±1,270","11,174","±1,512",18.6%,±2.4,"394,709","±4,644","102,333","±6,335",25.9%,±1.5,"1,985,084","±6,978","482,494","±13,736",24.3%,±0.7,"250,655","±1,799","32,677","±3,347",13.0%,±1.3,"30,059",±790,"5,181","±1,312",17.2%,±4.4,"495,320","±3,906","72,521","±5,713",14.6%,±1.1,"442,626","±2,524","64,687","±4,933",14.6%,±1.1,"99,747","±1,781","27,686","±2,882",27.8%,±2.8,"328,208","±2,171","60,173","±4,530",18.3%,±1.4,"37,131","±1,313","4,882","±1,317",13.1%,±3.4,"159,168","±1,625","101,856","±3,873",64.0%,±2.3
5 to 17 years,"52,978,836","±34,187","9,958,764","±99,801",18.8%,±0.2,"801,547","±4,153","188,243","±9,697",23.5%,±1.2,"132,590","±1,344","17,806","±3,258",13.4%,±2.4,"1,174,092","±3,540","272,520","±11,344",23.2%,±1.0,"509,841","±3,890","114,523","±7,496",22.5%,±1.5,"6,519,470","±6,863","1,280,696","±24,985",19.6%,±0.4,"912,058","±3,068","120,558","±7,104",13.2%,±0.8,"561,757","±1,466","68,213","±6,383",12.1%,±1.1,"146,563","±1,071","24,057","±3,638",16.4%,±2.5,"75,664",±841,"22,469","±3,373",29.7%,±4.4,"2,978,770","±7,116","602,720","±19,869",20.2%,±0.7,"1,828,098","±5,528","394,398","±15,932",21.6%,±0.9,"212,572","±1,665","20,947","±3,410",9.9%,±1.6,"317,886","±2,485","52,600","±6,090",16.5%,±1.9,"2,126,896","±3,973","366,360","±12,931",17.2%,±0.6,"1,133,707","±4,555","214,291","±10,713",18.9%,±0.9,"517,664","±3,228","70,555","±5,601",13.6%,±1.1,"510,386","±2,807","69,453","±5,633",13.6%,±1.1,"723,319","±4,336","175,375","±8,738",24.2%,±1.2,"795,038","±5,539","221,736","±10,374",27.9%,±1.3,"186,427","±1,592","30,904","±3,762",16.6%,±2.0,"969,030","±2,894","120,822","±6,563",12.5%,±0.7,"1,003,017","±2,865","128,772","±6,668",12.8%,±0.7,"1,589,029","±4,527","310,892","±10,248",19.6%,±0.6,"920,801","±2,665","113,709","±6,804",12.3%,±0.7,"526,573","±3,574","153,937","±8,761",29.2%,±1.7,"996,558","±3,927","180,332","±10,096",18.1%,±1.0,"164,092","±2,269","24,128","±3,215",14.7%,±2.0,"333,914","±2,567","44,096","±4,408",13.2%,±1.3,"485,186","±2,502","89,477","±7,575",18.4%,±1.6,"191,778","±1,496","14,312","±2,426",7.5%,±1.3,"1,446,071","±3,182","202,691","±11,816",14.0%,±0.8,"358,676","±2,115","100,527","±6,580",28.0%,±1.8,"2,965,122","±4,419","596,551","±14,723",20.1%,±0.5,"1,673,797","±5,886","347,235","±12,886",20.7%,±0.8,"116,237","±2,181","13,124","±2,289",11.3%,±1.9,"1,879,317","±5,682","362,536","±14,030",19.3%,±0.7,"686,324","±2,440","151,173","±7,051",22.0%,±1.0,"622,183","±2,729","104,129","±6,887",16.7%,±1.1,"1,926,798","±4,191","344,935","±12,485",17.9%,±0.6,"152,907","±1,240","25,215","±3,326",16.5%,±2.2,"797,963","±4,176","175,180","±9,792",22.0%,±1.2,"150,372","±1,688","24,286","±2,783",16.2%,±1.8,"1,082,056","±4,026","231,905","±10,428",21.4%,±1.0,"5,226,813","±7,697","1,136,532","±23,939",21.7%,±0.5,"659,364","±2,540","68,124","±6,519",10.3%,±1.0,"86,058","±1,429","11,986","±2,204",13.9%,±2.6,"1,340,452","±6,141","189,296","±9,964",14.1%,±0.7,"1,161,564","±3,069","154,981","±9,236",13.3%,±0.8,"268,935","±2,288","60,665","±5,240",22.6%,±1.9,"932,335","±3,508","138,307","±7,562",14.8%,±0.8,"101,169","±2,000","10,485","±2,067",10.4%,±2.0,"533,019","±2,042","288,496","±8,884",54.1%,±1.7
